InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,TotalAmount,Year,Month,Day,DayOfWeek
C570485,ST78172,SAVE THE WHALE COTTON BAG,4,2023-07-10,51.06,10602,Belgium,204.24,204.24,2023,7,10,Monday
C555840,ST42532,LARGE POPCORN HOLDER,3,2023-07-12,21.9,10713,United Kingdom,65.69999999999999,65.69999999999999,2023,7,12,Wednesday
C575035,ST31606,LARGE POPCORN HOLDER,4,2023-06-22,42.9,10029,Germany,171.6,171.6,2023,6,22,Thursday
C551708,ST40284,BOX OF 6 ASSORTED COLOUR TEASPOONS,8,2023-03-19,27.7,10538,United Kingdom,221.6,221.6,2023,3,19,Sunday
C575056,ST61735,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-06-01,44.01,10443,United Kingdom,528.12,528.12,2023,6,1,Thursday
C567379,ST91563,PINK CHERRY LIGHTS,63,2023-02-14,26.58,10564,United Kingdom,1674.54,1674.54,2023,2,14,Tuesday
C569037,ST59532,VINTAGE PAISLEY STATIONERY SET,7,2023-10-12,28.27,10328,United Kingdom,197.89,197.89,2023,10,12,Thursday
C575330,ST13382,WHITE BUTTERFLY T-LIGHT HOLDER,9,2023-01-28,40.29,10388,United Kingdom,362.61,362.61,2023,1,28,Saturday
C561847,ST39640,LARGE POPCORN HOLDER,7,2023-07-09,40.12,10496,United Kingdom,280.84,280.84,2023,7,9,Sunday
C572582,ST19428,HOME BUILDING BLOCK WORD,1,2023-10-01,36.75,10200,United Kingdom,36.75,36.75,2023,10,1,Sunday
C559166,ST58462,GLASS HANGING T-LIGHT HOLDER,55,2023-10-20,33.64,10479,United Kingdom,1850.2,1850.2,2023,10,20,Friday
C563787,ST35255,KNITTED UNION FLAG HOT WATER BOTTLE,7,2023-12-08,38.83,10426,United Kingdom,271.81,271.81,2023,12,8,Friday
C538001,ST82335,ASSORTED COLOUR BIRD ORNAMENT,6,2023-10-09,20.98,10696,Netherlands,125.88,125.88,2023,10,9,Monday
C575136,ST90029,LOVE BUILDING BLOCK WORD,44,2023-09-05,8.99,10089,United Kingdom,395.56,395.56,2023,9,5,Tuesday
C554662,ST95476,LARGE POPCORN HOLDER,8,2023-03-01,50.42,10354,United Kingdom,403.36,403.36,2023,3,1,Wednesday
C566927,ST24100,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,71,2023-04-15,48.35,10154,United Kingdom,3432.85,3432.85,2023,4,15,Saturday
C552770,ST63088,POPPY'S PLAYHOUSE BEDROOM,11,2023-01-21,35.97,10635,EIRE,395.67,395.66999999999996,2023,1,21,Saturday
C542285,ST70553,PARTY BUNTING,83,2023-06-05,15.58,10130,United Kingdom,1293.14,1293.14,2023,6,5,Monday
C576033,ST60465,SAVE THE WHALE COTTON BAG,9,2023-09-29,13.32,10283,United Kingdom,119.88,119.88,2023,9,29,Friday
C569586,ST18670,FELTCRAFT PRINCESS CHARLOTTE DOLL,34,2023-05-16,28.64,10045,United Kingdom,973.76,973.76,2023,5,16,Tuesday
C572150,ST65489,HAND WARMER UNION JACK,6,2023-02-24,2.57,10861,United Kingdom,15.419999999999998,15.419999999999998,2023,2,24,Friday
C565083,ST46801,AIRLINE BAG VINTAGE WORLD CHAMPION,4,2023-10-15,14.57,10108,United Kingdom,58.28,58.28,2023,10,15,Sunday
C538803,ST87410,MASON JAR CANDLE HOLDER,5,2023-07-28,26.3,10024,Switzerland,131.5,131.5,2023,7,28,Friday
C579180,ST36886,ASSORTED COLOUR BIRD ORNAMENT,8,2023-03-09,29.67,10814,Spain,237.36,237.36,2023,3,9,Thursday
C577409,ST84893,AIRLINE BAG VINTAGE WORLD CHAMPION,30,2023-01-11,25.02,10792,United Kingdom,750.6,750.6,2023,1,11,Wednesday
C548256,ST98615,SAVE THE WHALE COTTON BAG,45,2023-12-15,40.23,10180,United Kingdom,1810.35,1810.35,2023,12,15,Friday
C575405,ST55463,KNITTED UNION FLAG HOT WATER BOTTLE,9,2023-10-04,19.91,10600,United Kingdom,179.19,179.19,2023,10,4,Wednesday
C546988,ST56751,LUNCH BAG SUKI DESIGN,8,2023-04-25,26.5,10875,United Kingdom,212.0,212.0,2023,4,25,Tuesday
C539659,ST19885,IVORY KNITTED MUG COZY,31,2023-12-05,50.06,10382,Spain,1551.86,1551.8600000000001,2023,12,5,Tuesday
C577636,ST71980,AIRLINE BAG VINTAGE JET SET,5,2023-12-13,49.39,10794,United Kingdom,246.95,246.95,2023,12,13,Wednesday
C581044,ST36261,CHOCOLATE HOT WATER BOTTLE,1,2023-07-28,19.18,10438,United Kingdom,19.18,19.18,2023,7,28,Friday
C579015,ST52896,LUNCH BAG SUKI DESIGN,8,2023-11-01,14.47,10274,United Kingdom,115.76,115.76,2023,11,1,Wednesday
C543422,ST54551,PACK OF 72 RETROSPOT CAKE CASES,10,2023-01-29,31.07,10079,France,310.7,310.7,2023,1,29,Sunday
C552839,ST32949,PINK CHERRY LIGHTS,73,2023-06-28,8.22,10370,United Kingdom,600.0600000000001,600.0600000000001,2023,6,28,Wednesday
C566211,ST11714,SKULL SHOULDER BAG,12,2023-02-05,53.59,10852,United Kingdom,643.08,643.08,2023,2,5,Sunday
C578774,ST71522,WHITE BUTTERFLY T-LIGHT HOLDER,12,2023-09-23,19.52,10107,United Kingdom,234.24,234.24,2023,9,23,Saturday
C541346,ST71838,SET OF 3 CAKE TINS PANTRY DESIGN,3,2023-07-28,33.35,10077,United Kingdom,100.05,100.05000000000001,2023,7,28,Friday
C569117,ST57071,HAND WARMER RED POLKA DOT,3,2023-04-02,31.84,10789,Switzerland,95.52,95.52,2023,4,2,Sunday
C581042,ST66479,LOVE BUILDING BLOCK WORD,12,2023-06-24,26.28,10915,United Kingdom,315.36,315.36,2023,6,24,Saturday
C545705,ST43460,HOME BUILDING BLOCK WORD,4,2023-05-16,51.14,10090,United Kingdom,204.56,204.56,2023,5,16,Tuesday
C560177,ST61588,SET OF 3 CAKE TINS PANTRY DESIGN,1,2023-08-20,30.94,10103,United Kingdom,30.94,30.94,2023,8,20,Sunday
C545512,ST60220,LARGE POPCORN HOLDER,56,2023-12-16,15.74,10069,Germany,881.44,881.44,2023,12,16,Saturday
C542439,ST47251,LUNCH BAG PINK POLKADOT,8,2023-07-05,8.12,10357,United Kingdom,64.96,64.96,2023,7,5,Wednesday
C551614,ST53726,SET OF 4 PANTRY JELLY MOULDS,9,2023-12-12,33.98,10138,United Kingdom,305.82,305.82,2023,12,12,Tuesday
C572614,ST35969,BOX OF VINTAGE ALPHABET BLOCKS,12,2023-06-24,43.85,10419,United Kingdom,526.2,526.2,2023,6,24,Saturday
C563045,ST94666,SET OF 4 PANTRY JELLY MOULDS,9,2023-12-28,26.43,10494,United Kingdom,237.87,237.87,2023,12,28,Thursday
C556994,ST58485,SAVE THE WHALE COTTON BAG,8,2023-11-24,50.03,10158,Germany,400.24,400.24,2023,11,24,Friday
C544042,ST75763,GLASS HANGING T-LIGHT HOLDER,9,2023-11-23,54.87,10582,Spain,493.83,493.83,2023,11,23,Thursday
C574964,ST92405,PACK OF 72 RETROSPOT CAKE CASES,5,2023-05-11,27.44,10788,United Kingdom,137.20000000000002,137.20000000000002,2023,5,11,Thursday
C546961,ST82180,LUNCH BAG SUKI DESIGN,8,2023-11-18,7.93,10393,United Kingdom,63.44,63.44,2023,11,18,Saturday
C548854,ST24684,CHOCOLATE HOT WATER BOTTLE,10,2023-07-28,8.85,10556,Switzerland,88.5,88.5,2023,7,28,Friday
C574183,ST93701,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-07-29,36.84,10857,United Kingdom,221.04,221.04000000000002,2023,7,29,Saturday
C562985,ST88837,SET 7 BABUSHKA NESTING BOXES,3,2023-04-07,45.44,10822,United Kingdom,136.32,136.32,2023,4,7,Friday
C560672,ST99771,IVORY KNITTED MUG COZY,7,2023-11-09,28.58,10764,United Kingdom,200.06,200.06,2023,11,9,Thursday
C539927,ST44822,SAVE THE WHALE COTTON BAG,2,2023-05-30,33.52,10158,United Kingdom,67.04,67.04,2023,5,30,Tuesday
C547498,ST69448,POPPY'S PLAYHOUSE KITCHEN,12,2023-03-01,16.38,10643,United Kingdom,196.56,196.56,2023,3,1,Wednesday
C553196,ST35184,PACK OF 72 RETROSPOT CAKE CASES,10,2023-05-05,33.77,10022,Germany,337.70000000000005,337.70000000000005,2023,5,5,Friday
C574846,ST88901,POPPY'S PLAYHOUSE BEDROOM,5,2023-02-14,34.24,10807,France,171.20000000000002,171.20000000000002,2023,2,14,Tuesday
C572617,ST21652,SKULL SHOULDER BAG,84,2023-03-26,9.57,10970,United Kingdom,803.88,803.88,2023,3,26,Sunday
C555081,ST61917,SAVE THE WHALE COTTON BAG,10,2023-05-09,35.7,10466,United Kingdom,357.0,357.0,2023,5,9,Tuesday
C573902,ST85100,HAND WARMER RED POLKA DOT,2,2023-04-21,8.42,10495,United Kingdom,16.84,16.84,2023,4,21,Friday
C570478,ST11771,LUNCH BAG PINK POLKADOT,1,2023-02-04,4.09,10401,United Kingdom,4.09,4.09,2023,2,4,Saturday
C548478,ST91072,LUNCH BAG PINK POLKADOT,3,2023-11-03,8.07,10141,United Kingdom,24.21,24.21,2023,11,3,Friday
C574389,ST12831,RECIPE BOX WITH METAL HEART,12,2023-01-08,27.46,10984,United Kingdom,329.52,329.52,2023,1,8,Sunday
C560373,ST19373,WHITE METAL LANTERN,54,2023-09-07,22.7,10986,Switzerland,1225.8,1225.8,2023,9,7,Thursday
C580570,ST20229,HAND WARMER RED POLKA DOT,2,2023-03-10,16.03,10727,France,32.06,32.06,2023,3,10,Friday
C549786,ST50154,SAVE THE WHALE COTTON BAG,12,2023-09-11,24.01,10411,United Kingdom,288.12,288.12,2023,9,11,Monday
C562296,ST63140,SET OF 3 CAKE TINS PANTRY DESIGN,30,2023-01-23,52.54,10349,United Kingdom,1576.2,1576.2,2023,1,23,Monday
C543565,ST84869,GLASS STAR FROSTED T-LIGHT HOLDER,8,2023-12-22,21.45,10784,United Kingdom,171.6,171.6,2023,12,22,Friday
C550175,ST93510,SAVE THE WHALE COTTON BAG,1,2023-10-26,33.92,10388,Italy,33.92,33.92,2023,10,26,Thursday
C572018,ST35084,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2023-11-02,47.16,10720,United Kingdom,471.6,471.59999999999997,2023,11,2,Thursday
C546461,ST22566,LUNCH BAG PINK POLKADOT,7,2023-06-22,26.87,10582,United Kingdom,188.09,188.09,2023,6,22,Thursday
C554069,ST46061,BLUE CHERRY LIGHTS,5,2023-01-24,25.49,10195,United Kingdom,127.45,127.44999999999999,2023,1,24,Tuesday
C548815,ST41234,MASON JAR CANDLE HOLDER,8,2023-05-16,43.77,10141,Spain,350.16,350.16,2023,5,16,Tuesday
C537282,ST51592,SET OF 3 CAKE TINS PANTRY DESIGN,11,2023-01-02,12.2,10599,Spain,134.2,134.2,2023,1,2,Monday
C574393,ST23742,HAND WARMER UNION JACK,1,2023-12-14,52.99,10793,United Kingdom,52.99,52.99,2023,12,14,Thursday
C558135,ST44087,BLUE CHERRY LIGHTS,7,2023-04-15,47.96,10539,Spain,335.72,335.72,2023,4,15,Saturday
C543742,ST96392,WHITE HANGING HEART T-LIGHT HOLDER,11,2023-08-28,33.52,10287,United Kingdom,368.72,368.72,2023,8,28,Monday
C552211,ST69480,BLUE CHERRY LIGHTS,6,2023-03-22,7.29,10796,United Kingdom,43.74,43.74,2023,3,22,Wednesday
C553062,ST98900,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-06-18,9.89,10170,EIRE,9.89,9.89,2023,6,18,Sunday
C548403,ST59861,AIRLINE BAG VINTAGE WORLD CHAMPION,2,2023-11-05,17.52,10573,EIRE,35.04,35.04,2023,11,5,Sunday
C570304,ST34561,SAVE THE WHALE COTTON BAG,10,2023-03-23,53.84,10133,United Kingdom,538.4000000000001,538.4000000000001,2023,3,23,Thursday
C547768,ST15729,VINTAGE PAISLEY STATIONERY SET,2,2023-05-24,35.81,10705,United Kingdom,71.62,71.62,2023,5,24,Wednesday
C569934,ST85004,LOVE BUILDING BLOCK WORD,2,2023-12-31,24.87,10892,France,49.74,49.74,2023,12,31,Sunday
C563755,ST92133,CHOCOLATE HOT WATER BOTTLE,4,2023-04-02,28.67,10947,France,114.68,114.68,2023,4,2,Sunday
C565723,ST78431,PACK OF 72 RETROSPOT CAKE CASES,88,2023-12-10,44.26,10794,Spain,3894.88,3894.8799999999997,2023,12,10,Sunday
C573075,ST77896,GLASS HANGING T-LIGHT HOLDER,37,2023-06-13,30.45,10924,United Kingdom,1126.65,1126.6499999999999,2023,6,13,Tuesday
C562170,ST24700,WHITE BUTTERFLY T-LIGHT HOLDER,3,2023-10-28,48.86,10570,Portugal,146.57999999999998,146.57999999999998,2023,10,28,Saturday
C537989,ST55566,SET OF 4 PANTRY JELLY MOULDS,5,2023-06-16,23.79,10529,Channel Islands,118.95,118.94999999999999,2023,6,16,Friday
C539989,ST87505,VINTAGE PAISLEY STATIONERY SET,66,2023-10-04,35.34,10773,United Kingdom,2332.44,2332.44,2023,10,4,Wednesday
C549865,ST81634,BOX OF VINTAGE JIGSAW BLOCKS,3,2023-08-11,35.59,10079,EIRE,106.77,106.77000000000001,2023,8,11,Friday
C570754,ST37387,SET 7 BABUSHKA NESTING BOXES,7,2023-11-10,10.16,10169,United Kingdom,71.12,71.12,2023,11,10,Friday
C542608,ST35548,SET 7 BABUSHKA NESTING BOXES,1,2023-01-12,39.39,10545,United Kingdom,39.39,39.39,2023,1,12,Thursday
C579809,ST60831,SMALL POPCORN HOLDER,4,2023-09-28,47.62,10739,United Kingdom,190.48,190.48,2023,9,28,Thursday
C562873,ST82642,PINK CHERRY LIGHTS,8,2023-07-14,19.24,10651,United Kingdom,153.92,153.92,2023,7,14,Friday
C545049,ST50209,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,2023-05-13,46.01,10954,United Kingdom,506.11,506.10999999999996,2023,5,13,Saturday
C537279,ST28086,SMALL POPCORN HOLDER,7,2023-01-12,13.96,10632,Spain,97.72,97.72,2023,1,12,Thursday
C571964,ST26845,HAND WARMER UNION JACK,20,2023-07-07,42.06,10134,United Kingdom,841.2,841.2,2023,7,7,Friday
C549944,ST44615,LUNCH BAG SUKI DESIGN,10,2023-03-18,34.78,10968,United Kingdom,347.8,347.8,2023,3,18,Saturday
C560153,ST29985,BOX OF VINTAGE ALPHABET BLOCKS,95,2023-01-30,19.99,10362,Belgium,1899.05,1899.05,2023,1,30,Monday
C577652,ST70670,SKULL SHOULDER BAG,11,2023-05-10,21.87,10135,United Kingdom,240.57,240.57000000000002,2023,5,10,Wednesday
C578976,ST76221,RECIPE BOX WITH METAL HEART,1,2023-11-13,20.42,10942,United Kingdom,20.42,20.42,2023,11,13,Monday
C547410,ST25685,SET OF 3 CAKE TINS PANTRY DESIGN,6,2023-10-17,48.75,10353,United Kingdom,292.5,292.5,2023,10,17,Tuesday
C578536,ST40173,AIRLINE BAG VINTAGE WORLD CHAMPION,11,2023-01-04,27.11,10238,United Kingdom,298.21,298.21,2023,1,4,Wednesday
C567319,ST49170,POPPY'S PLAYHOUSE KITCHEN,2,2023-10-17,39.42,10156,United Kingdom,78.84,78.84,2023,10,17,Tuesday
C580127,ST25853,ASSORTED COLOUR BIRD ORNAMENT,9,2023-04-04,2.55,10064,France,22.95,22.95,2023,4,4,Tuesday
C552554,ST95242,CHOCOLATE HOT WATER BOTTLE,1,2023-07-23,48.68,10296,United Kingdom,48.68,48.68,2023,7,23,Sunday
C564231,ST73295,PACK OF 72 RETROSPOT CAKE CASES,60,2023-08-08,16.19,10900,France,971.4,971.4000000000001,2023,8,8,Tuesday
C552218,ST92301,LUNCH BAG PINK POLKADOT,23,2023-03-01,18.98,10603,United Kingdom,436.54,436.54,2023,3,1,Wednesday
C551515,ST51763,POPPY'S PLAYHOUSE KITCHEN,41,2023-03-03,48.18,10113,United Kingdom,1975.38,1975.3799999999999,2023,3,3,Friday
C563339,ST34307,POPPY'S PLAYHOUSE KITCHEN,8,2023-08-06,31.09,10935,United Kingdom,248.72,248.72,2023,8,6,Sunday
C561242,ST61429,MASON JAR CANDLE HOLDER,6,2023-02-04,44.24,10756,Germany,265.44,265.44,2023,2,4,Saturday
C546577,ST10269,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-06-16,11.62,10334,United Kingdom,46.48,46.48,2023,6,16,Friday
C549693,ST46689,LUNCH BAG PINK POLKADOT,12,2023-09-08,45.34,10375,United Kingdom,544.08,544.08,2023,9,8,Friday
C538462,ST71736,SET OF 3 CAKE TINS PANTRY DESIGN,8,2023-03-30,46.02,10042,United Kingdom,368.16,368.16,2023,3,30,Thursday
C577129,ST61138,SET 7 BABUSHKA NESTING BOXES,7,2023-03-01,14.57,10509,United Kingdom,101.99,101.99000000000001,2023,3,1,Wednesday
C545660,ST90170,GLASS HANGING T-LIGHT HOLDER,2,2023-09-28,37.4,10044,United Kingdom,74.8,74.8,2023,9,28,Thursday
C545513,ST57636,SMALL POPCORN HOLDER,8,2023-08-16,19.04,10173,United Kingdom,152.32,152.32,2023,8,16,Wednesday
C552737,ST74765,PACK OF 72 RETROSPOT CAKE CASES,3,2023-11-09,27.35,10178,United Kingdom,82.05000000000001,82.05000000000001,2023,11,9,Thursday
C577663,ST10041,CREAM CUPID HEARTS COAT HANGER,3,2023-04-16,31.6,10244,Germany,94.8,94.80000000000001,2023,4,16,Sunday
C571807,ST20548,PINK CHERRY LIGHTS,11,2023-05-29,53.62,10565,United Kingdom,589.8199999999999,589.8199999999999,2023,5,29,Monday
C570178,ST25141,MASON JAR CANDLE HOLDER,3,2023-01-15,42.6,10413,United Kingdom,127.8,127.80000000000001,2023,1,15,Sunday
C576319,ST28583,HOME BUILDING BLOCK WORD,1,2023-05-29,53.12,10445,United Kingdom,53.12,53.12,2023,5,29,Monday
C541008,ST50925,SET OF 4 PANTRY JELLY MOULDS,3,2023-09-25,18.43,10456,United Kingdom,55.29,55.29,2023,9,25,Monday
C559111,ST65945,IVORY KNITTED MUG COZY,83,2023-10-02,48.64,10312,Spain,4037.12,4037.12,2023,10,2,Monday
C541677,ST73973,BLUE CHERRY LIGHTS,12,2023-03-09,18.86,10567,United Kingdom,226.32,226.32,2023,3,9,Thursday
C574374,ST75574,HAND WARMER RED POLKA DOT,29,2023-02-14,10.68,10671,United Kingdom,309.72,309.71999999999997,2023,2,14,Tuesday
C556410,ST49588,HAND WARMER UNION JACK,11,2023-06-07,19.92,10866,EIRE,219.12,219.12,2023,6,7,Wednesday
C574766,ST81480,WHITE BUTTERFLY T-LIGHT HOLDER,10,2023-04-07,2.32,10934,United Kingdom,23.2,23.2,2023,4,7,Friday
C556919,ST35661,ASSORTED COLOUR BIRD ORNAMENT,10,2023-02-04,33.08,10195,United Kingdom,330.79999999999995,330.79999999999995,2023,2,4,Saturday
C578940,ST58343,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-11-27,32.78,10702,United Kingdom,229.46,229.46,2023,11,27,Monday
C579409,ST11888,HAND WARMER UNION JACK,43,2023-10-23,51.78,10102,Germany,2226.54,2226.54,2023,10,23,Monday
C557610,ST79624,IVORY KNITTED MUG COZY,8,2023-09-25,15.04,10342,Italy,120.32,120.32,2023,9,25,Monday
C539611,ST93812,BOX OF VINTAGE ALPHABET BLOCKS,11,2023-09-21,25.83,10373,Spain,284.13,284.13,2023,9,21,Thursday
C549174,ST88770,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2023-03-17,31.32,10294,United Kingdom,125.28,125.28,2023,3,17,Friday
C566843,ST91159,POPPY'S PLAYHOUSE BEDROOM,9,2023-06-03,46.57,10116,Channel Islands,419.13,419.13,2023,6,3,Saturday
C560261,ST25616,LUNCH BAG PINK POLKADOT,11,2023-03-12,29.82,10081,United Kingdom,328.02,328.02,2023,3,12,Sunday
C562940,ST77309,LUNCH BAG PINK POLKADOT,12,2023-06-18,13.43,10047,United Kingdom,161.16,161.16,2023,6,18,Sunday
C563876,ST71722,WHITE BUTTERFLY T-LIGHT HOLDER,6,2023-01-17,23.15,10920,France,138.89999999999998,138.89999999999998,2023,1,17,Tuesday
C560771,ST62229,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2023-06-25,14.06,10019,United Kingdom,84.36,84.36,2023,6,25,Sunday
C545495,ST46068,PARTY BUNTING,6,2023-01-31,13.97,10348,United Kingdom,83.82000000000001,83.82000000000001,2023,1,31,Tuesday
C558348,ST48641,LUNCH BAG SUKI DESIGN,12,2023-06-10,15.55,10743,United Kingdom,186.6,186.60000000000002,2023,6,10,Saturday
C574247,ST96501,SAVE THE WHALE COTTON BAG,2,2023-05-11,4.49,10921,United Kingdom,8.98,8.98,2023,5,11,Thursday
C567944,ST99497,SKULL SHOULDER BAG,8,2023-04-11,54.17,10525,Germany,433.36,433.36,2023,4,11,Tuesday
C538855,ST66120,BOX OF VINTAGE ALPHABET BLOCKS,86,2023-10-14,23.06,10925,United Kingdom,1983.16,1983.1599999999999,2023,10,14,Saturday
C572280,ST78156,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,58,2023-04-13,53.82,10470,United Kingdom,3121.56,3121.56,2023,4,13,Thursday
C537960,ST90218,HAND WARMER UNION JACK,6,2023-01-29,40.31,10561,United Kingdom,241.86,241.86,2023,1,29,Sunday
C558780,ST88297,IVORY KNITTED MUG COZY,2,2023-01-18,48.57,10933,Belgium,97.14,97.14,2023,1,18,Wednesday
C549176,ST26989,LARGE POPCORN HOLDER,5,2023-07-16,0.87,10820,France,4.35,4.35,2023,7,16,Sunday
C559165,ST87654,SET 7 BABUSHKA NESTING BOXES,81,2023-05-27,49.7,10982,United Kingdom,4025.7,4025.7000000000003,2023,5,27,Saturday
C573691,ST40941,HOME BUILDING BLOCK WORD,60,2023-06-02,7.96,10965,Norway,477.6,477.6,2023,6,2,Friday
C557939,ST11456,BOX OF 6 ASSORTED COLOUR TEASPOONS,84,2023-02-09,33.04,10767,Germany,2775.36,2775.36,2023,2,9,Thursday
C538484,ST97191,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,3,2023-12-09,11.0,10108,United Kingdom,33.0,33.0,2023,12,9,Saturday
C554446,ST97712,SKULL SHOULDER BAG,6,2023-04-13,45.47,10331,United Kingdom,272.82,272.82,2023,4,13,Thursday
C563594,ST62806,LUNCH BAG PINK POLKADOT,59,2023-07-02,35.43,10495,United Kingdom,2090.37,2090.37,2023,7,2,Sunday
C546666,ST47913,POPPY'S PLAYHOUSE BEDROOM,22,2023-04-17,13.01,10987,Germany,286.22,286.21999999999997,2023,4,17,Monday
C566020,ST92450,LUNCH BAG SUKI DESIGN,12,2023-07-23,7.58,10979,United Kingdom,90.96,90.96000000000001,2023,7,23,Sunday
C544610,ST20419,HAND WARMER RED POLKA DOT,67,2023-04-26,26.66,10673,United Kingdom,1786.22,1786.22,2023,4,26,Wednesday
C570154,ST74843,LUNCH BAG SUKI DESIGN,5,2023-02-10,41.39,10303,United Kingdom,206.95,206.95,2023,2,10,Friday
C570139,ST88866,RECIPE BOX WITH METAL HEART,6,2023-08-27,32.26,10467,Belgium,193.56,193.56,2023,8,27,Sunday
C551243,ST22819,WHITE BUTTERFLY T-LIGHT HOLDER,1,2023-06-08,4.59,10532,United Kingdom,4.59,4.59,2023,6,8,Thursday
C541255,ST83271,BOX OF VINTAGE ALPHABET BLOCKS,1,2023-02-27,41.11,10690,Netherlands,41.11,41.11,2023,2,27,Monday
C551372,ST95950,LUNCH BAG RED RETROSPOT,7,2023-10-13,4.12,10072,Switzerland,28.84,28.84,2023,10,13,Friday
C556229,ST90468,SMALL POPCORN HOLDER,2,2023-04-30,25.38,10881,United Kingdom,50.76,50.76,2023,4,30,Sunday
C552604,ST65622,SMALL POPCORN HOLDER,51,2023-04-03,35.09,10003,United Kingdom,1789.59,1789.5900000000001,2023,4,3,Monday
C564907,ST67818,AIRLINE BAG VINTAGE WORLD CHAMPION,10,2023-04-24,7.46,10822,United Kingdom,74.6,74.6,2023,4,24,Monday
C538737,ST53626,WHITE METAL LANTERN,8,2023-08-19,40.44,10565,Netherlands,323.52,323.52,2023,8,19,Saturday
C571164,ST50495,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-10-03,34.5,10208,United Kingdom,69.0,69.0,2023,10,3,Tuesday
C569725,ST42510,ASSORTED COLOUR BIRD ORNAMENT,7,2023-03-20,51.85,10001,United Kingdom,362.95,362.95,2023,3,20,Monday
C559405,ST19626,SKULL SHOULDER BAG,9,2023-04-23,4.72,10029,United Kingdom,42.48,42.48,2023,4,23,Sunday
C546791,ST33873,HAND WARMER UNION JACK,6,2023-01-09,4.12,10990,United Kingdom,24.72,24.72,2023,1,9,Monday
C572727,ST50199,RED WOOLLY HOTTIE WHITE HEART,12,2023-05-08,1.33,10329,Switzerland,15.96,15.96,2023,5,8,Monday
C577368,ST93046,SKULL SHOULDER BAG,10,2023-08-02,20.05,10293,United Kingdom,200.5,200.5,2023,8,2,Wednesday
C552499,ST56322,SMALL POPCORN HOLDER,7,2023-11-13,19.04,10337,EIRE,133.28,133.28,2023,11,13,Monday
C540783,ST51209,MASON JAR CANDLE HOLDER,1,2023-03-27,30.46,10331,United Kingdom,30.46,30.46,2023,3,27,Monday
C558601,ST49055,LOVE BUILDING BLOCK WORD,86,2023-10-24,24.35,10910,United Kingdom,2094.1,2094.1,2023,10,24,Tuesday
C540496,ST14571,SET OF 4 PANTRY JELLY MOULDS,10,2023-09-05,18.85,10556,Italy,188.5,188.5,2023,9,5,Tuesday
C538047,ST86595,GLASS HANGING T-LIGHT HOLDER,1,2023-12-04,53.63,10403,United Kingdom,53.63,53.63,2023,12,4,Monday
C557727,ST89202,POPPY'S PLAYHOUSE BEDROOM,81,2023-06-09,23.3,10514,Switzerland,1887.3,1887.3,2023,6,9,Friday
C571844,ST30312,GLASS HANGING T-LIGHT HOLDER,5,2023-12-27,47.87,10759,United Kingdom,239.35,239.35,2023,12,27,Wednesday
C553843,ST44762,IVORY KNITTED MUG COZY,12,2023-09-05,29.32,10939,United Kingdom,351.84000000000003,351.84000000000003,2023,9,5,Tuesday
C550656,ST48230,CHOCOLATE HOT WATER BOTTLE,5,2023-05-18,28.57,10130,United Kingdom,142.85,142.85,2023,5,18,Thursday
C551589,ST81964,AIRLINE BAG VINTAGE JET SET,9,2023-06-29,11.56,10558,Norway,104.04,104.04,2023,6,29,Thursday
C547464,ST39189,HOME BUILDING BLOCK WORD,4,2023-10-30,15.96,10375,Portugal,63.84,63.84,2023,10,30,Monday
C544965,ST12320,CHOCOLATE HOT WATER BOTTLE,8,2023-09-07,24.89,10936,United Kingdom,199.12,199.12,2023,9,7,Thursday
C572469,ST98063,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,12,2023-04-30,21.51,10448,United Kingdom,258.12,258.12,2023,4,30,Sunday
C571743,ST54905,KNITTED UNION FLAG HOT WATER BOTTLE,11,2023-01-21,17.45,10602,United Kingdom,191.95,191.95,2023,1,21,Saturday
C576014,ST94182,LUNCH BAG SUKI DESIGN,7,2023-08-31,10.57,10562,United Kingdom,73.99000000000001,73.99000000000001,2023,8,31,Thursday
C563604,ST46590,ASSORTED COLOUR BIRD ORNAMENT,8,2023-09-08,28.01,10785,Germany,224.08,224.08,2023,9,8,Friday
C542338,ST57504,VINTAGE PAISLEY STATIONERY SET,5,2023-11-07,18.35,10526,United Kingdom,91.75,91.75,2023,11,7,Tuesday
C547614,ST89853,HOME BUILDING BLOCK WORD,1,2023-08-16,52.02,10233,Switzerland,52.02,52.02,2023,8,16,Wednesday
C571634,ST96930,WHITE HANGING HEART T-LIGHT HOLDER,1,2023-03-21,26.98,10354,EIRE,26.98,26.98,2023,3,21,Tuesday
