InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
C562444,ST23788,POPPY'S PLAYHOUSE BEDROOM,91,2023-08-26,50.58,10102,United Kingdom,4602.78
C552747,ST15487,WHITE HANGING HEART T-LIGHT HOLDER,29,2023-01-04,23.15,10896,United Kingdom,671.3499999999999
C538030,ST96173,BOX OF 6 ASSORTED COLOUR TEASPOONS,79,2023-05-17,41.66,10757,Portugal,3291.14
C543926,ST90359,HAND WARMER UNION JACK,9,2023-03-08,1.95,10410,United Kingdom,17.55
C552396,ST77183,SET OF 4 PANTRY JELLY MOULDS,2,2023-05-22,17.31,10038,Spain,34.62
C576244,ST29220,SKULL SHOULDER BAG,41,2023-02-05,0.85,10151,United Kingdom,34.85
C555196,ST64615,RED WOOLLY HOTTIE WHITE HEART,1,2023-05-10,4.6,10833,Switzerland,4.6
C555478,ST58225,SET 7 BABUSHKA NESTING BOXES,1,2023-08-03,33.62,10799,United Kingdom,33.62
C557999,ST39970,WHITE BUTTERFLY T-LIGHT HOLDER,2,2023-09-11,4.86,10966,United Kingdom,9.72
C541406,ST22293,PINK CHERRY LIGHTS,3,2023-04-24,33.4,10259,Germany,100.19999999999999
C551591,ST30279,AIRLINE BAG VINTAGE JET SET,12,2023-10-27,28.86,10266,United Kingdom,346.32
C549985,ST72690,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,7,2023-03-22,13.97,10798,United Kingdom,97.79
C564491,ST87885,POPPY'S PLAYHOUSE KITCHEN,8,2023-03-27,6.49,10846,United Kingdom,51.92
C573835,ST67956,GLASS STAR FROSTED T-LIGHT HOLDER,3,2023-04-30,24.88,10782,Germany,74.64
C536723,ST11330,GLASS HANGING T-LIGHT HOLDER,3,2023-04-12,37.42,10878,United Kingdom,112.26
C555162,ST31646,MASON JAR CANDLE HOLDER,1,2023-07-22,1.52,10240,United Kingdom,1.52
C579729,ST92414,LOVE BUILDING BLOCK WORD,12,2023-07-01,15.43,10681,United Kingdom,185.16
C561384,ST73456,LUNCH BAG PINK POLKADOT,2,2023-12-10,27.49,10978,United Kingdom,54.98
C556904,ST36630,BOX OF 6 ASSORTED COLOUR TEASPOONS,2,2023-09-13,54.25,10762,United Kingdom,108.5
C557630,ST86887,PINK CHERRY LIGHTS,5,2023-07-16,6.72,10652,United Kingdom,33.6
C538409,ST38670,RED WOOLLY HOTTIE WHITE HEART,6,2023-01-03,34.26,10201,United Kingdom,205.56
C548319,ST31517,BOX OF VINTAGE ALPHABET BLOCKS,50,2023-10-14,3.41,10951,United Kingdom,170.5
C569605,ST49393,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2023-12-11,21.76,10142,United Kingdom,87.04
C564194,ST65888,FELTCRAFT PRINCESS CHARLOTTE DOLL,11,2023-07-16,3.26,10379,United Kingdom,35.86
C572369,ST45488,KNITTED UNION FLAG HOT WATER BOTTLE,56,2023-06-10,42.73,10585,United Kingdom,2392.8799999999997
C563010,ST70696,RECIPE BOX WITH METAL HEART,6,2023-07-20,4.46,10020,United Kingdom,26.759999999999998
C579820,ST11657,SKULL SHOULDER BAG,4,2023-09-06,54.05,10097,Switzerland,216.2
C569355,ST96259,FELTCRAFT PRINCESS CHARLOTTE DOLL,55,2023-09-27,32.16,10141,United Kingdom,1768.7999999999997
C553851,ST94538,LOVE BUILDING BLOCK WORD,1,2023-10-02,26.59,10130,Germany,26.59
C576863,ST73946,SET OF 4 PANTRY JELLY MOULDS,9,2023-03-29,1.95,10835,United Kingdom,17.55
C581211,ST10481,HOME BUILDING BLOCK WORD,1,2023-10-25,1.4,10992,United Kingdom,1.4
C564768,ST72138,MASON JAR CANDLE HOLDER,93,2023-06-18,51.35,10906,United Kingdom,4775.55
C551058,ST49514,PARTY BUNTING,97,2023-01-26,21.24,10612,United Kingdom,2060.2799999999997
C546383,ST99574,HAND WARMER UNION JACK,94,2023-12-09,22.87,10138,Switzerland,2149.78
C547496,ST69482,SET OF 4 PANTRY JELLY MOULDS,8,2023-11-07,32.44,10536,Switzerland,259.52
C551697,ST34604,LOVE BUILDING BLOCK WORD,6,2023-10-25,34.41,10984,Germany,206.45999999999998
C567409,ST21133,HAND WARMER RED POLKA DOT,11,2023-07-04,11.66,10874,United Kingdom,128.26
C580407,ST87802,SMALL POPCORN HOLDER,12,2023-03-06,54.64,10324,United Kingdom,655.6800000000001
C540870,ST13104,CHOCOLATE HOT WATER BOTTLE,9,2023-10-08,7.32,10293,United Kingdom,65.88
C560544,ST44225,RECIPE BOX WITH METAL HEART,6,2023-02-09,4.29,10037,Switzerland,25.740000000000002
C551771,ST76979,LUNCH BAG SUKI DESIGN,12,2023-09-09,30.14,10381,United Kingdom,361.68
C540101,ST77961,ASSORTED COLOUR BIRD ORNAMENT,48,2023-01-20,9.95,10840,United Kingdom,477.59999999999997
C539741,ST18894,LUNCH BAG RED RETROSPOT,93,2023-11-26,47.28,10507,United Kingdom,4397.04
C551739,ST17606,ASSORTED COLOUR BIRD ORNAMENT,3,2023-09-27,21.05,10491,United Kingdom,63.150000000000006
C543195,ST30810,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,2023-12-27,25.35,10613,Switzerland,152.10000000000002
C548439,ST21809,BOX OF VINTAGE JIGSAW BLOCKS,7,2023-03-16,48.73,10183,United Kingdom,341.10999999999996
C555118,ST78237,ASSORTED COLOUR BIRD ORNAMENT,12,2023-07-03,39.26,10465,United Kingdom,471.12
C547315,ST92714,KNITTED UNION FLAG HOT WATER BOTTLE,98,2023-04-16,31.96,10799,United Kingdom,3132.08
C554227,ST91385,ASSORTED COLOUR BIRD ORNAMENT,9,2023-03-11,11.05,10082,EIRE,99.45
C563770,ST63150,SET 7 BABUSHKA NESTING BOXES,5,2023-01-20,42.55,10664,United Kingdom,212.75
C568071,ST13033,ASSORTED COLOUR BIRD ORNAMENT,6,2023-12-27,26.82,10713,EIRE,160.92000000000002
C550127,ST67920,AIRLINE BAG VINTAGE WORLD CHAMPION,91,2023-12-29,16.62,10138,United Kingdom,1512.42
C562183,ST16360,LUNCH BAG SUKI DESIGN,11,2023-05-18,32.75,10082,Spain,360.25
C544367,ST37836,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-03-20,6.94,10638,Germany,6.94
C568203,ST67276,BOX OF VINTAGE ALPHABET BLOCKS,4,2023-03-22,53.65,10847,United Kingdom,214.6
C578221,ST80540,LUNCH BAG SUKI DESIGN,4,2023-05-28,14.95,10605,United Kingdom,59.8
C559985,ST58651,PACK OF 72 RETROSPOT CAKE CASES,7,2023-02-26,45.96,10544,United Kingdom,321.72
C560862,ST44174,KNITTED UNION FLAG HOT WATER BOTTLE,9,2023-02-12,22.58,10999,United Kingdom,203.21999999999997
C576222,ST57834,VINTAGE PAISLEY STATIONERY SET,10,2023-06-24,17.25,10947,EIRE,172.5
C563117,ST89982,BOX OF VINTAGE JIGSAW BLOCKS,2,2023-09-01,30.73,10087,United Kingdom,61.46
C559306,ST18072,RECIPE BOX WITH METAL HEART,100,2023-10-08,43.93,10028,United Kingdom,4393.0
C559871,ST57270,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-03-15,32.8,10200,United Kingdom,196.79999999999998
C565796,ST52535,POPPY'S PLAYHOUSE BEDROOM,12,2023-11-02,41.49,10201,United Kingdom,497.88
C537402,ST48512,WHITE HANGING HEART T-LIGHT HOLDER,12,2023-07-31,41.6,10836,Spain,499.20000000000005
C536511,ST84429,AIRLINE BAG VINTAGE JET SET,3,2023-03-13,46.76,10871,United Kingdom,140.28
C576875,ST21343,LARGE POPCORN HOLDER,1,2023-05-07,24.99,10504,Switzerland,24.99
C537810,ST92721,GLASS STAR FROSTED T-LIGHT HOLDER,2,2023-07-19,38.93,10044,Switzerland,77.86
C551042,ST56505,HAND WARMER RED POLKA DOT,11,2023-01-03,9.49,10830,United Kingdom,104.39
C551030,ST51763,FELTCRAFT PRINCESS CHARLOTTE DOLL,12,2023-06-06,50.24,10727,United Kingdom,602.88
C558317,ST50874,SMALL POPCORN HOLDER,3,2023-08-09,21.98,10213,EIRE,65.94
C547649,ST31665,SET 7 BABUSHKA NESTING BOXES,48,2023-02-21,53.12,10904,United Kingdom,2549.7599999999998
C574623,ST39737,WHITE BUTTERFLY T-LIGHT HOLDER,41,2023-06-10,52.49,10257,United Kingdom,2152.09
C578063,ST44421,SET OF 3 CAKE TINS PANTRY DESIGN,12,2023-11-14,52.12,10935,United Kingdom,625.4399999999999
C564391,ST17105,KNITTED UNION FLAG HOT WATER BOTTLE,10,2023-10-20,21.42,10224,United Kingdom,214.20000000000002
C574531,ST22539,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2023-08-23,1.07,10815,France,2.14
C538386,ST79574,LUNCH BAG PINK POLKADOT,1,2023-11-19,51.57,10362,United Kingdom,51.57
C563381,ST96603,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,6,2023-02-09,31.99,10848,United Kingdom,191.94
C579655,ST91968,RED WOOLLY HOTTIE WHITE HEART,11,2023-07-05,51.67,10546,Belgium,568.37
C540426,ST41142,SAVE THE WHALE COTTON BAG,4,2023-03-21,36.27,10874,Germany,145.08
C578996,ST20494,HOME BUILDING BLOCK WORD,6,2023-03-19,1.34,10279,United Kingdom,8.040000000000001
C581101,ST64638,GLASS HANGING T-LIGHT HOLDER,26,2023-03-29,40.23,10327,Germany,1045.98
C563169,ST69857,HAND WARMER UNION JACK,60,2023-09-27,25.05,10270,United Kingdom,1503.0
C574501,ST91504,IVORY KNITTED MUG COZY,43,2023-10-29,15.37,10814,Germany,660.91
C581457,ST87237,HOME BUILDING BLOCK WORD,3,2023-07-24,52.25,10668,United Kingdom,156.75
C570977,ST11421,SAVE THE WHALE COTTON BAG,10,2023-04-13,23.14,10444,United Kingdom,231.4
C563977,ST17099,WHITE BUTTERFLY T-LIGHT HOLDER,10,2023-04-05,11.28,10106,Germany,112.8
C556767,ST91016,LUNCH BAG RED RETROSPOT,3,2023-06-13,40.89,10035,United Kingdom,122.67
C545666,ST77436,VINTAGE PAISLEY STATIONERY SET,9,2023-06-07,5.74,10279,Norway,51.660000000000004
C546495,ST87862,PINK CHERRY LIGHTS,3,2023-04-09,21.18,10913,United Kingdom,63.54
C578851,ST70106,GLASS HANGING T-LIGHT HOLDER,8,2023-09-05,9.36,10068,Belgium,74.88
C543734,ST61648,BOX OF VINTAGE JIGSAW BLOCKS,12,2023-04-05,2.05,10884,Belgium,24.599999999999998
C547400,ST56615,HAND WARMER RED POLKA DOT,4,2023-01-10,4.86,10439,United Kingdom,19.44
C544044,ST97122,POPPY'S PLAYHOUSE BEDROOM,1,2023-01-25,16.87,10866,France,16.87
C550053,ST64751,RECIPE BOX WITH METAL HEART,32,2023-12-14,48.91,10011,United Kingdom,1565.12
C580471,ST72566,SAVE THE WHALE COTTON BAG,4,2023-12-07,50.52,10005,Netherlands,202.08
C550557,ST14015,MASON JAR CANDLE HOLDER,1,2023-11-16,15.02,10492,United Kingdom,15.02
C539203,ST48943,GLASS HANGING T-LIGHT HOLDER,74,2023-03-19,44.24,10279,Germany,3273.76
C563797,ST42671,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2023-09-29,38.0,10506,United Kingdom,380.0
C541342,ST52519,ASSORTED COLOUR BIRD ORNAMENT,10,2023-12-26,17.15,10015,United Kingdom,171.5
C557555,ST11677,BOX OF VINTAGE ALPHABET BLOCKS,35,2023-12-03,28.16,10250,United Kingdom,985.6
C559085,ST18556,CREAM CUPID HEARTS COAT HANGER,3,2023-11-28,49.87,10662,United Kingdom,149.60999999999999
C545457,ST33700,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,48,2023-07-28,10.25,10773,Germany,492.0
C570479,ST85261,LOVE BUILDING BLOCK WORD,11,2023-01-05,27.82,10282,United Kingdom,306.02
C552288,ST41776,BOX OF VINTAGE ALPHABET BLOCKS,72,2023-09-29,8.43,10204,United Kingdom,606.96
C557360,ST13369,HAND WARMER RED POLKA DOT,5,2023-03-16,17.54,10868,United Kingdom,87.69999999999999
C543726,ST12682,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2023-10-19,26.76,10144,United Kingdom,80.28
C574787,ST63839,POPPY'S PLAYHOUSE BEDROOM,10,2023-04-16,6.45,10883,United Kingdom,64.5
C569166,ST77101,CREAM CUPID HEARTS COAT HANGER,4,2023-06-17,49.91,10820,France,199.64
C540497,ST40937,HAND WARMER RED POLKA DOT,9,2023-06-19,23.82,10381,Norway,214.38
C570236,ST11102,WHITE METAL LANTERN,4,2023-02-27,44.25,10876,United Kingdom,177.0
C561967,ST59237,AIRLINE BAG VINTAGE WORLD CHAMPION,11,2023-08-20,16.89,10629,United Kingdom,185.79000000000002
C537877,ST80302,SET OF 3 CAKE TINS PANTRY DESIGN,12,2023-06-11,6.77,10205,United Kingdom,81.24
C551826,ST87995,LUNCH BAG PINK POLKADOT,4,2023-11-15,12.66,10346,United Kingdom,50.64
C553259,ST95767,PACK OF 72 RETROSPOT CAKE CASES,6,2023-12-22,54.78,10686,United Kingdom,328.68
C552356,ST42472,FELTCRAFT PRINCESS CHARLOTTE DOLL,54,2023-12-01,37.64,10926,France,2032.56
C537617,ST49842,SMALL POPCORN HOLDER,9,2023-06-17,42.72,10202,United Kingdom,384.48
C570282,ST75405,SAVE THE WHALE COTTON BAG,6,2023-04-22,49.69,10250,Germany,298.14
C579876,ST61597,POPPY'S PLAYHOUSE BEDROOM,9,2023-02-15,1.11,10766,United Kingdom,9.99
C556632,ST73280,VINTAGE PAISLEY STATIONERY SET,11,2023-05-09,53.28,10387,United Kingdom,586.08
C581563,ST75571,WHITE BUTTERFLY T-LIGHT HOLDER,3,2023-10-08,22.42,10811,United Kingdom,67.26
C543583,ST23520,ASSORTED COLOUR BIRD ORNAMENT,1,2023-06-11,40.92,10366,United Kingdom,40.92
C563960,ST75116,KNITTED UNION FLAG HOT WATER BOTTLE,4,2023-04-15,44.13,10541,United Kingdom,176.52
C579268,ST54145,CHOCOLATE HOT WATER BOTTLE,6,2023-12-24,23.03,10013,Spain,138.18
C554250,ST38919,PACK OF 72 RETROSPOT CAKE CASES,5,2023-06-21,10.38,10107,United Kingdom,51.900000000000006
C563763,ST49963,RED WOOLLY HOTTIE WHITE HEART,60,2023-10-03,2.01,10716,EIRE,120.6
C578174,ST18426,VINTAGE PAISLEY STATIONERY SET,6,2023-04-26,42.66,10128,United Kingdom,255.95999999999998
C538573,ST85643,SET 7 BABUSHKA NESTING BOXES,2,2023-12-31,37.2,10274,United Kingdom,74.4
C538641,ST81141,RECIPE BOX WITH METAL HEART,12,2023-06-26,10.09,10026,United Kingdom,121.08
C556356,ST95039,CHOCOLATE HOT WATER BOTTLE,12,2023-08-03,53.71,10105,United Kingdom,644.52
C543509,ST53452,CREAM CUPID HEARTS COAT HANGER,7,2023-09-28,38.77,10766,United Kingdom,271.39000000000004
C574308,ST45749,SET OF 3 CAKE TINS PANTRY DESIGN,7,2023-02-21,11.16,10366,United Kingdom,78.12
C563645,ST64745,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,40,2023-06-13,16.57,10366,United Kingdom,662.8
C557091,ST27431,GLASS HANGING T-LIGHT HOLDER,65,2023-03-11,32.76,10571,United Kingdom,2129.4
C560648,ST12938,CREAM CUPID HEARTS COAT HANGER,2,2023-01-25,21.61,10153,United Kingdom,43.22
C570338,ST74770,RECIPE BOX WITH METAL HEART,7,2023-08-08,26.61,10144,United Kingdom,186.26999999999998
C574644,ST62660,POPPY'S PLAYHOUSE BEDROOM,10,2023-03-04,45.07,10444,United Kingdom,450.7
C565620,ST68041,PINK CHERRY LIGHTS,6,2023-08-14,36.78,10254,Belgium,220.68
C551584,ST60193,GLASS STAR FROSTED T-LIGHT HOLDER,10,2023-06-02,11.11,10638,United Kingdom,111.1
C542404,ST33454,SET 7 BABUSHKA NESTING BOXES,6,2023-08-16,11.83,10392,Germany,70.98
C551248,ST80303,VINTAGE PAISLEY STATIONERY SET,10,2023-11-07,36.07,10139,United Kingdom,360.7
C574693,ST42733,FELTCRAFT PRINCESS CHARLOTTE DOLL,79,2023-11-23,19.26,10488,Germany,1521.5400000000002
C577963,ST52872,HAND WARMER RED POLKA DOT,2,2023-08-21,12.58,10641,United Kingdom,25.16
C545715,ST84945,WHITE METAL LANTERN,4,2023-07-14,47.09,10533,Switzerland,188.36
C567558,ST93430,LUNCH BAG PINK POLKADOT,90,2023-05-09,19.05,10935,United Kingdom,1714.5
C565461,ST37809,AIRLINE BAG VINTAGE WORLD CHAMPION,6,2023-01-27,14.18,10650,EIRE,85.08
C543130,ST63285,POPPY'S PLAYHOUSE BEDROOM,72,2023-02-13,17.08,10281,United Kingdom,1229.7599999999998
C578752,ST69803,GLASS HANGING T-LIGHT HOLDER,7,2023-04-03,31.9,10710,United Kingdom,223.29999999999998
C536767,ST10706,SMALL POPCORN HOLDER,54,2023-03-21,25.79,10706,United Kingdom,1392.6599999999999
C560649,ST63652,WHITE METAL LANTERN,6,2023-06-24,1.52,10729,United Kingdom,9.120000000000001
C560246,ST76629,SET OF 3 CAKE TINS PANTRY DESIGN,5,2023-06-15,46.95,10001,United Kingdom,234.75
C580150,ST33117,RED WOOLLY HOTTIE WHITE HEART,36,2023-08-17,13.42,10877,United Kingdom,483.12
C551913,ST43190,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,9,2023-08-29,20.22,10570,United Kingdom,181.98
C563449,ST95821,BLUE CHERRY LIGHTS,10,2023-11-16,47.14,10156,Italy,471.4
C576989,ST67475,CHOCOLATE HOT WATER BOTTLE,2,2023-02-01,27.74,10606,United Kingdom,55.48
C542671,ST46406,PARTY BUNTING,8,2023-05-10,16.16,10821,France,129.28
C576965,ST96148,SMALL POPCORN HOLDER,6,2023-10-17,46.68,10539,United Kingdom,280.08
C537295,ST36693,WHITE METAL LANTERN,5,2023-08-10,16.24,10670,United Kingdom,81.19999999999999
C551311,ST64632,PINK CHERRY LIGHTS,2,2023-10-02,0.95,10373,Belgium,1.9
C538554,ST99905,LUNCH BAG RED RETROSPOT,1,2023-08-30,14.19,10686,Spain,14.19
C550920,ST34811,WHITE METAL LANTERN,12,2023-07-07,25.66,10272,France,307.92
C559934,ST21139,ASSORTED COLOUR BIRD ORNAMENT,11,2023-02-14,9.18,10288,United Kingdom,100.97999999999999
C544323,ST48788,BOX OF VINTAGE JIGSAW BLOCKS,1,2023-10-03,33.83,10145,United Kingdom,33.83
C539954,ST74423,HAND WARMER UNION JACK,1,2023-09-27,30.1,10247,United Kingdom,30.1
C559420,ST32809,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,2023-12-28,6.63,10896,United Kingdom,33.15
C537532,ST67590,WHITE METAL LANTERN,74,2023-08-02,35.1,10743,United Kingdom,2597.4
C581168,ST96495,SET OF 4 PANTRY JELLY MOULDS,9,2023-06-25,31.7,10273,EIRE,285.3
C538293,ST69895,WHITE BUTTERFLY T-LIGHT HOLDER,5,2023-03-08,29.88,10264,Spain,149.4
C580135,ST35553,WHITE METAL LANTERN,91,2023-03-08,8.6,10515,United Kingdom,782.6
C559153,ST80553,CHOCOLATE HOT WATER BOTTLE,1,2023-08-08,17.83,10797,United Kingdom,17.83
C540438,ST71086,BOX OF 6 ASSORTED COLOUR TEASPOONS,6,2023-09-26,6.4,10294,EIRE,38.400000000000006
C562024,ST69920,RED WOOLLY HOTTIE WHITE HEART,12,2023-03-01,16.97,10796,United Kingdom,203.64
C575522,ST23931,WHITE HANGING HEART T-LIGHT HOLDER,5,2023-04-08,52.68,10156,United Kingdom,263.4
C581406,ST36182,CREAM CUPID HEARTS COAT HANGER,2,2023-07-07,12.08,10560,United Kingdom,24.16
C580269,ST48090,BLUE CHERRY LIGHTS,7,2023-12-01,14.21,10860,United Kingdom,99.47
C560455,ST82659,GLASS HANGING T-LIGHT HOLDER,12,2023-07-24,40.11,10473,Norway,481.32
C555951,ST84361,LUNCH BAG PINK POLKADOT,1,2023-06-15,23.9,10801,United Kingdom,23.9
C578767,ST37777,LOVE BUILDING BLOCK WORD,7,2023-04-29,51.45,10846,United Kingdom,360.15000000000003
C580884,ST25821,POPPY'S PLAYHOUSE BEDROOM,10,2023-01-09,26.7,10467,United Kingdom,267.0
C549499,ST20973,HAND WARMER RED POLKA DOT,5,2023-05-13,39.86,10490,Netherlands,199.3
C580424,ST82546,POPPY'S PLAYHOUSE BEDROOM,2,2023-03-23,16.7,10493,EIRE,33.4
C557873,ST84741,WHITE METAL LANTERN,3,2023-09-18,32.54,10829,United Kingdom,97.62
C542445,ST42157,WHITE HANGING HEART T-LIGHT HOLDER,27,2023-11-10,10.09,10016,United Kingdom,272.43
C580962,ST13950,CREAM CUPID HEARTS COAT HANGER,2,2023-10-26,33.44,10891,United Kingdom,66.88
C573552,ST10049,HOME BUILDING BLOCK WORD,9,2023-04-30,14.23,10459,United Kingdom,128.07
C575736,ST72254,CREAM CUPID HEARTS COAT HANGER,1,2023-04-19,25.36,10883,United Kingdom,25.36
C571303,ST34838,LUNCH BAG PINK POLKADOT,10,2023-02-03,27.18,10856,United Kingdom,271.8
C539968,ST32207,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,11,2023-06-10,28.14,10267,United Kingdom,309.54
C547600,ST87265,BOX OF VINTAGE ALPHABET BLOCKS,7,2023-01-23,37.14,10682,United Kingdom,259.98
C549964,ST29508,SAVE THE WHALE COTTON BAG,8,2023-11-18,16.58,10292,United Kingdom,132.64
C568591,ST50543,AIRLINE BAG VINTAGE WORLD CHAMPION,85,2023-09-09,12.83,10333,EIRE,1090.55
C544955,ST35809,GLASS STAR FROSTED T-LIGHT HOLDER,4,2023-11-26,28.37,10878,United Kingdom,113.48
C542301,ST87811,IVORY KNITTED MUG COZY,1,2023-03-28,4.56,10246,United Kingdom,4.56
C561526,ST71106,PACK OF 72 RETROSPOT CAKE CASES,3,2023-10-09,8.25,10224,Channel Islands,24.75
C552546,ST47714,PINK CHERRY LIGHTS,2,2023-03-30,33.19,10989,United Kingdom,66.38
C542798,ST86871,LOVE BUILDING BLOCK WORD,6,2023-07-30,21.87,10197,Germany,131.22
C571958,ST37441,ASSORTED COLOUR BIRD ORNAMENT,6,2023-10-13,52.0,10459,United Kingdom,312.0
C571220,ST61152,PACK OF 72 RETROSPOT CAKE CASES,5,2023-02-06,39.1,10986,United Kingdom,195.5
C555954,ST47316,SET OF 4 PANTRY JELLY MOULDS,6,2023-01-22,22.07,10615,Germany,132.42000000000002
C564586,ST71876,VINTAGE PAISLEY STATIONERY SET,1,2023-02-20,6.61,10501,United Kingdom,6.61
C540162,ST44121,GLASS HANGING T-LIGHT HOLDER,10,2023-02-14,22.1,10469,France,221.0
C560104,ST49707,WHITE METAL LANTERN,4,2023-07-22,20.88,10041,United Kingdom,83.52
C555945,ST28781,CREAM CUPID HEARTS COAT HANGER,2,2023-02-12,46.34,10800,United Kingdom,92.68
C537846,ST21251,CHOCOLATE HOT WATER BOTTLE,6,2023-12-30,41.1,10084,United Kingdom,246.60000000000002
C542939,ST87477,SET OF 4 PANTRY JELLY MOULDS,5,2023-08-15,49.11,10196,United Kingdom,245.55
C574467,ST17682,SKULL SHOULDER BAG,3,2023-09-09,33.95,10645,United Kingdom,101.85000000000001
C539148,ST76479,LUNCH BAG RED RETROSPOT,6,2023-10-07,49.04,10736,United Kingdom,294.24
C576315,ST77404,PACK OF 72 RETROSPOT CAKE CASES,11,2023-06-15,34.25,10972,United Kingdom,376.75
C580666,ST87011,ASSORTED COLOUR BIRD ORNAMENT,8,2023-12-12,24.33,10604,United Kingdom,194.64
C540169,ST78862,BOX OF 6 ASSORTED COLOUR TEASPOONS,50,2023-08-08,15.02,10864,Germany,751.0
C563201,ST25607,HOME BUILDING BLOCK WORD,2,2023-03-18,39.91,10441,United Kingdom,79.82
C578795,ST11691,KNITTED UNION FLAG HOT WATER BOTTLE,7,2023-11-30,2.02,10340,Switzerland,14.14
C538606,ST63216,SAVE THE WHALE COTTON BAG,11,2023-06-17,27.86,10243,United Kingdom,306.46
C553079,ST40330,WHITE METAL LANTERN,7,2023-02-19,25.32,10071,United Kingdom,177.24
C566827,ST35046,WHITE METAL LANTERN,3,2023-12-03,22.26,10309,France,66.78
C580425,ST96877,LARGE POPCORN HOLDER,7,2023-06-03,9.06,10495,United Kingdom,63.42
C539199,ST83860,LUNCH BAG RED RETROSPOT,7,2023-06-27,9.94,10994,United Kingdom,69.58
C552291,ST84769,GLASS HANGING T-LIGHT HOLDER,12,2023-10-21,38.08,10561,United Kingdom,456.96
C541277,ST18037,SMALL POPCORN HOLDER,5,2023-01-07,31.46,10236,United Kingdom,157.3
C575030,ST23547,AIRLINE BAG VINTAGE WORLD CHAMPION,8,2023-02-03,18.56,10453,United Kingdom,148.48
C552920,ST47414,LOVE BUILDING BLOCK WORD,23,2023-02-09,48.14,10469,Channel Islands,1107.22
C566265,ST24847,CHOCOLATE HOT WATER BOTTLE,71,2023-10-02,24.79,10183,United Kingdom,1760.09
C539463,ST33892,HAND WARMER UNION JACK,7,2023-02-24,0.98,10749,Spain,6.859999999999999
C542373,ST14814,HAND WARMER RED POLKA DOT,29,2023-11-10,19.47,10451,United Kingdom,564.63
C570000,ST87315,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,2,2023-11-14,1.12,10970,United Kingdom,2.24
C555912,ST50909,VINTAGE PAISLEY STATIONERY SET,1,2023-04-14,13.98,10902,United Kingdom,13.98
C550134,ST27003,SKULL SHOULDER BAG,11,2023-06-24,26.61,10655,EIRE,292.71
C564766,ST57330,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,84,2023-02-17,6.08,10148,Spain,510.72
C573367,ST68162,SET 7 BABUSHKA NESTING BOXES,69,2023-09-02,46.0,10754,United Kingdom,3174.0
C579203,ST80909,AIRLINE BAG VINTAGE JET SET,8,2023-09-25,33.71,10682,United Kingdom,269.68
C552117,ST78421,SAVE THE WHALE COTTON BAG,89,2023-07-19,8.08,10061,United Kingdom,719.12
C578078,ST22107,POPPY'S PLAYHOUSE BEDROOM,2,2023-09-10,12.64,10077,United Kingdom,25.28
C570123,ST37899,POPPY'S PLAYHOUSE KITCHEN,9,2023-06-17,16.64,10697,United Kingdom,149.76
C548421,ST22417,SET 7 BABUSHKA NESTING BOXES,35,2023-12-07,53.53,10286,EIRE,1873.55
C548356,ST43993,GLASS HANGING T-LIGHT HOLDER,3,2023-10-07,32.65,10710,United Kingdom,97.94999999999999
C567047,ST47010,CREAM CUPID HEARTS COAT HANGER,6,2023-06-09,50.74,10359,Germany,304.44
C550081,ST56984,POPPY'S PLAYHOUSE BEDROOM,6,2023-05-08,32.76,10936,United Kingdom,196.56
C548966,ST38214,ASSORTED COLOUR BIRD ORNAMENT,55,2023-05-31,16.66,10670,United Kingdom,916.3
C548390,ST95340,POPPY'S PLAYHOUSE BEDROOM,8,2023-11-09,28.71,10758,United Kingdom,229.68
C537976,ST86505,PINK CHERRY LIGHTS,1,2023-02-26,46.26,10657,Germany,46.26
C579762,ST80857,AIRLINE BAG VINTAGE JET SET,12,2023-12-21,40.7,10571,EIRE,488.40000000000003
C562928,ST38037,PACK OF 72 RETROSPOT CAKE CASES,40,2023-02-12,14.07,10705,United Kingdom,562.8
C552391,ST77240,LIGHT PINK BUTTERFLY T-LIGHT HOLDER,1,2023-10-27,25.98,10412,United Kingdom,25.98
C557161,ST72567,IVORY KNITTED MUG COZY,4,2023-02-02,20.42,10383,United Kingdom,81.68
C555073,ST90656,RED WOOLLY HOTTIE WHITE HEART,11,2023-10-31,1.18,10911,United Kingdom,12.979999999999999
C542625,ST74054,LUNCH BAG RED RETROSPOT,6,2023-08-03,23.05,10309,United Kingdom,138.3
